split,class_id,class_label,path,ok,reason
train,0,অ,D:\BdSL\dataset_224\train\0\1_164.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_165.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_166.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_167.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_168.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_169.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_170.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_171.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_172.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_173.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_174.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_175.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_176.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_177.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_178.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_179.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_180.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_181.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_182.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_183.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_184.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_185.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_186.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_187.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_188.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_189.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_190.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_191.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_192.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_193.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_194.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_195.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_196.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_197.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_198.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_199.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_2.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_200.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_201.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_202.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_203.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_204.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_205.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_206.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_207.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_208.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_209.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_210.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_211.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_212.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_213.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_214.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_215.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_216.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_217.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_218.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_219.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_220.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_221.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_222.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_223.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_224.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_225.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_226.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_227.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_228.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_229.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_230.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_231.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_232.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_233.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_234.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_235.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_236.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_237.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_238.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_239.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_240.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_241.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_242.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_243.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_244.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_245.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_246.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_247.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_248.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_249.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_250.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_251.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_252.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_253.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_254.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_255.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_256.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_257.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_258.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_259.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_260.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_261.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_262.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_263.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_264.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_265.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_266.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_267.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_268.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_269.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_270.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_271.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_272.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_273.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_274.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_275.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_276.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_277.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_278.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_279.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_280.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_281.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_282.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_283.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_284.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_285.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_286.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_287.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_288.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_289.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_290.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_291.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_292.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_293.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_294.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_295.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_297.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_298.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_299.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_300.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_301.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_302.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_303.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_304.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_65.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_66.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_67.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_68.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_69.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_70.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_71.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_72.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_73.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_74.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_75.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_76.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_77.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_78.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_79.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_80.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_81.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_82.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_83.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_84.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_85.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_86.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_87.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_88.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_89.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_90.jpg,0,no_hand_detected
train,0,অ,D:\BdSL\dataset_224\train\0\1_91.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_92.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_94.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_95.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_96.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_98.jpg,1,
train,0,অ,D:\BdSL\dataset_224\train\0\1_99.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_1.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_10.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_100.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_101.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_102.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_103.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_104.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_105.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_106.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_107.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_108.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_109.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_11.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_110.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_111.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_112.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_113.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_114.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_115.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_12.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_13.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_14.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_15.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_16.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_17.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_176.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_177.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_178.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_179.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_18.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_180.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_181.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_182.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_183.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_184.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_185.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_186.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_187.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_188.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_189.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_19.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_190.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_191.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_192.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_193.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_194.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_195.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_196.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_197.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_198.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_199.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_2.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_20.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_200.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_201.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_202.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_203.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_204.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_205.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_206.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_207.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_208.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_209.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_21.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_210.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_211.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_212.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_213.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_214.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_215.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_216.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_217.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_218.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_219.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_22.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_220.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_221.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_222.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_223.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_224.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_225.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_226.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_227.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_228.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_229.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_23.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_230.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_231.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_232.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_233.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_234.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_235.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_236.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_237.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_238.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_239.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_24.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_240.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_241.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_242.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_243.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_244.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_245.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_246.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_247.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_248.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_249.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_25.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_250.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_251.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_252.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_253.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_254.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_255.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_256.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_257.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_258.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_259.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_26.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_260.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_261.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_262.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_263.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_264.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_265.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_266.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_267.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_268.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_269.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_27.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_270.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_271.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_272.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_273.jpg,0,no_hand_detected
train,1,আ,D:\BdSL\dataset_224\train\1\2_274.jpg,1,
train,1,আ,D:\BdSL\dataset_224\train\1\2_275.jpg,0,no_hand_detected
